,service,src_bytes,srv_count,result
48671.0,0.0,1032,510,1
48672.0,0.0,1032,510,1
48673.0,0.0,1032,510,1
48674.0,0.0,1032,510,1
48675.0,0.0,1032,510,1
48676.0,0.0,1032,510,1
48677.0,0.0,1032,510,1
48678.0,0.0,1032,510,1
48679.0,0.0,1032,510,1
48680.0,0.0,1032,510,1
48681.0,0.0,1032,510,1
48682.0,0.0,1032,510,1
48683.0,0.0,1032,510,1
48684.0,0.0,1032,510,1
48685.0,0.0,1032,510,1
48686.0,0.0,1032,510,1
48687.0,0.0,1032,510,1
48688.0,0.0,1032,510,1
48689.0,0.0,1032,510,1
48690.0,0.0,1032,511,1
48691.0,0.0,1032,511,1
48692.0,0.0,1032,511,1
48693.0,0.0,1032,511,1
48694.0,0.0,1032,511,1
48695.0,0.0,1032,511,1
48696.0,0.0,1032,511,1
48697.0,0.0,1032,511,1
48698.0,0.0,1032,511,1
48699.0,0.0,1032,511,1
48700.0,0.0,1032,511,1
48701.0,0.0,1032,511,1
48702.0,0.0,1032,511,1
48703.0,0.0,1032,511,1
48704.0,0.0,1032,511,1
48705.0,0.0,1032,511,1
48706.0,0.0,1032,511,1
48707.0,0.0,1032,511,1
48708.0,0.0,1032,511,1
48709.0,0.0,1032,511,1
48710.0,0.0,1032,511,1
48711.0,0.0,1032,511,1
48712.0,0.0,1032,511,1
48713.0,0.0,1032,511,1
48714.0,0.0,1032,511,1
48715.0,0.0,1032,511,1
48716.0,0.0,1032,511,1
48717.0,0.0,1032,511,1
48718.0,0.0,1032,511,1
48719.0,0.0,1032,511,1
48720.0,0.0,1032,511,1
48721.0,0.0,1032,511,1
48722.0,0.0,1032,511,1
48723.0,0.0,1032,511,1
48724.0,0.0,1032,511,1
48725.0,0.0,1032,511,1
48726.0,0.0,1032,511,1
48727.0,0.0,1032,511,1
48728.0,0.0,1032,511,1
48729.0,0.0,1032,511,1
48730.0,0.0,1032,511,1
48731.0,0.0,1032,511,1
48732.0,0.0,1032,511,1
48733.0,0.0,1032,511,1
48734.0,0.0,1032,511,1
48735.0,0.0,1032,511,1
48736.0,0.0,1032,511,1
48737.0,0.0,1032,511,1
48738.0,0.0,1032,511,1
48739.0,0.0,1032,511,1
48740.0,0.0,1032,511,1
48741.0,0.0,1032,511,1
48742.0,0.0,1032,511,1
48743.0,0.0,1032,511,1
48744.0,0.0,1032,511,1
48745.0,0.0,1032,511,1
48746.0,0.0,1032,511,1
48747.0,0.0,1032,511,1
48748.0,0.0,1032,511,1
48749.0,0.0,1032,511,1
48750.0,0.0,1032,511,1
48751.0,0.0,1032,508,1
48752.0,0.0,1032,509,1
48753.0,0.0,1032,509,1
48754.0,0.0,1032,509,1
48755.0,0.0,1032,509,1
48756.0,0.0,1032,509,1
48757.0,0.0,1032,509,1
48758.0,0.0,1032,509,1
48759.0,0.0,1032,509,1
48760.0,0.0,1032,509,1
48761.0,0.0,1032,509,1
48762.0,0.0,1032,509,1
48763.0,0.0,1032,509,1
48764.0,0.0,1032,509,1
48765.0,0.0,1032,509,1
48766.0,0.0,1032,509,1
48767.0,0.0,1032,509,1
48768.0,0.0,1032,510,1
48769.0,0.0,1032,510,1
48770.0,0.0,1032,510,1
48771.0,0.0,1032,510,1
48772.0,0.0,1032,510,1
48773.0,0.0,1032,510,1
48774.0,0.0,1032,510,1
48775.0,0.0,1032,510,1
48776.0,0.0,1032,510,1
48777.0,0.0,1032,510,1
48778.0,0.0,1032,510,1
48779.0,0.0,1032,510,1
48780.0,0.0,1032,510,1
48781.0,0.0,1032,510,1
48782.0,0.0,1032,510,1
48783.0,0.0,1032,510,1
48784.0,0.0,1032,510,1
48785.0,0.0,1032,510,1
48786.0,0.0,1032,510,1
48787.0,0.0,1032,510,1
48788.0,0.0,1032,510,1
48789.0,0.0,1032,510,1
48790.0,0.0,1032,510,1
48791.0,0.0,1032,510,1
48792.0,0.0,1032,510,1
48793.0,0.0,1032,510,1
48794.0,0.0,1032,510,1
48795.0,0.0,1032,510,1
48796.0,0.0,1032,510,1
48797.0,0.0,1032,510,1
48798.0,0.0,1032,510,1
48799.0,0.0,1032,510,1
48800.0,0.0,1032,510,1
48801.0,0.0,1032,510,1
48802.0,0.0,1032,510,1
48803.0,0.0,1032,510,1
48804.0,0.0,1032,510,1
48805.0,0.0,1032,510,1
48806.0,0.0,1032,510,1
48807.0,0.0,1032,510,1
48808.0,0.0,1032,511,1
48809.0,0.0,1032,511,1
48810.0,0.0,1032,511,1
48811.0,0.0,1032,511,1
48812.0,0.0,1032,511,1
48813.0,0.0,1032,511,1
48814.0,0.0,1032,511,1
48815.0,0.0,1032,511,1
48816.0,0.0,1032,511,1
48817.0,0.0,1032,511,1
48818.0,0.0,1032,511,1
48819.0,0.0,1032,511,1
48820.0,0.0,1032,511,1
48821.0,0.0,1032,511,1
48822.0,0.0,1032,511,1
48823.0,0.0,1032,511,1
48824.0,0.0,1032,511,1
48825.0,0.0,1032,511,1
48826.0,0.0,1032,511,1
48827.0,0.0,1032,511,1
48828.0,0.0,1032,511,1
48829.0,0.0,1032,511,1
48830.0,0.0,1032,511,1
48831.0,0.0,1032,511,1
48832.0,0.0,1032,511,1
48833.0,0.0,1032,511,1
48834.0,0.0,1032,511,1
48835.0,0.0,1032,511,1
48836.0,0.0,1032,511,1
48837.0,0.0,1032,511,1
48838.0,0.0,1032,511,1
48839.0,0.0,1032,511,1
48840.0,0.0,1032,511,1
48841.0,0.0,1032,511,1
48842.0,0.0,1032,511,1
48843.0,0.0,1032,511,1
48844.0,0.0,1032,511,1
48845.0,0.0,1032,511,1
48846.0,0.0,1032,511,1
48847.0,0.0,1032,511,1
48848.0,0.0,1032,511,1
48849.0,0.0,1032,511,1
48850.0,0.0,1032,511,1
48851.0,0.0,1032,511,1
48852.0,0.0,1032,511,1
48853.0,0.0,1032,511,1
48854.0,0.0,1032,511,1
48855.0,0.0,1032,511,1
48856.0,0.0,1032,511,1
48857.0,0.0,1032,511,1
48858.0,0.0,1032,511,1
48859.0,0.0,1032,511,1
48860.0,0.0,1032,511,1
48861.0,0.0,1032,511,1
48862.0,0.0,1032,511,1
48863.0,0.0,1032,511,1
48864.0,0.0,1032,511,1
48865.0,0.0,1032,511,1
48866.0,0.0,1032,511,1
48867.0,0.0,1032,511,1
48868.0,0.0,1032,511,1
48869.0,0.0,1032,511,1
48870.0,0.0,1032,507,1
48871.0,0.0,1032,509,1
48872.0,0.0,1032,509,1
48873.0,0.0,1032,509,1
48874.0,0.0,1032,509,1
48875.0,0.0,1032,509,1
48876.0,0.0,1032,509,1
48877.0,0.0,1032,509,1
48878.0,0.0,1032,509,1
48879.0,0.0,1032,509,1
48880.0,0.0,1032,509,1
48881.0,0.0,1032,509,1
48882.0,0.0,1032,509,1
48883.0,0.0,1032,509,1
48884.0,0.0,1032,509,1
48885.0,0.0,1032,509,1
48886.0,0.0,1032,509,1
48887.0,0.0,1032,509,1
48888.0,0.0,1032,510,1
48889.0,0.0,1032,510,1
48890.0,0.0,1032,510,1
48891.0,0.0,1032,510,1
48892.0,0.0,1032,510,1
48893.0,0.0,1032,510,1
48894.0,0.0,1032,510,1
48895.0,0.0,1032,510,1
48896.0,0.0,1032,510,1
48897.0,0.0,1032,510,1
48898.0,0.0,1032,510,1
48899.0,0.0,1032,510,1
48900.0,0.0,1032,510,1
48901.0,0.0,1032,510,1
48902.0,0.0,1032,510,1
48903.0,0.0,1032,510,1
48904.0,0.0,1032,510,1
48905.0,0.0,1032,510,1
48906.0,0.0,1032,510,1
48907.0,0.0,1032,510,1
48908.0,0.0,1032,510,1
48909.0,0.0,1032,510,1
48910.0,0.0,1032,510,1
48911.0,0.0,1032,510,1
48912.0,0.0,1032,510,1
48913.0,0.0,1032,510,1
48914.0,0.0,1032,510,1
48915.0,0.0,1032,510,1
48916.0,0.0,1032,510,1
48917.0,0.0,1032,510,1
48918.0,0.0,1032,510,1
48919.0,0.0,1032,510,1
48920.0,0.0,1032,510,1
48921.0,0.0,1032,510,1
48922.0,0.0,1032,510,1
48923.0,0.0,1032,510,1
48924.0,0.0,1032,510,1
48925.0,0.0,1032,510,1
48926.0,0.0,1032,510,1
48927.0,0.0,1032,510,1
48928.0,0.0,1032,511,1
48929.0,0.0,1032,511,1
48930.0,0.0,1032,511,1
48931.0,0.0,1032,511,1
48932.0,0.0,1032,511,1
48933.0,0.0,1032,511,1
48934.0,0.0,1032,511,1
48935.0,0.0,1032,511,1
48936.0,0.0,1032,511,1
48937.0,0.0,1032,511,1
48938.0,0.0,1032,511,1
48939.0,0.0,1032,511,1
48940.0,0.0,1032,511,1
48941.0,0.0,1032,511,1
48942.0,0.0,1032,511,1
48943.0,0.0,1032,511,1
48944.0,0.0,1032,511,1
48945.0,0.0,1032,511,1
48946.0,0.0,1032,511,1
48947.0,0.0,1032,511,1
48948.0,0.0,1032,511,1
48949.0,0.0,1032,511,1
48950.0,0.0,1032,511,1
48951.0,0.0,1032,511,1
48952.0,0.0,1032,511,1
48953.0,0.0,1032,511,1
48954.0,0.0,1032,511,1
48955.0,0.0,1032,511,1
48956.0,0.0,1032,511,1
48957.0,0.0,1032,511,1
48958.0,0.0,1032,511,1
48959.0,0.0,1032,511,1
48960.0,0.0,1032,511,1
48961.0,0.0,1032,511,1
48962.0,0.0,1032,511,1
48963.0,0.0,1032,511,1
48964.0,0.0,1032,511,1
48965.0,0.0,1032,511,1
48966.0,0.0,1032,511,1
48967.0,0.0,1032,511,1
48968.0,0.0,1032,511,1
48969.0,0.0,1032,511,1
48970.0,0.0,1032,511,1
48971.0,0.0,1032,511,1
48972.0,0.0,1032,511,1
48973.0,0.0,1032,511,1
48974.0,0.0,1032,511,1
48975.0,0.0,1032,511,1
48976.0,0.0,1032,511,1
48977.0,0.0,1032,511,1
48978.0,0.0,1032,511,1
48979.0,0.0,1032,511,1
48980.0,0.0,1032,511,1
48981.0,0.0,1032,511,1
48982.0,0.0,1032,511,1
48983.0,0.0,1032,511,1
48984.0,0.0,1032,511,1
48985.0,0.0,1032,511,1
48986.0,0.0,1032,511,1
48987.0,0.0,1032,511,1
48988.0,0.0,1032,511,1
48989.0,0.0,1032,511,1
48990.0,0.0,1032,508,1
48991.0,0.0,1032,509,1
48992.0,0.0,1032,509,1
48993.0,0.0,1032,509,1
48994.0,0.0,1032,509,1
48995.0,0.0,1032,509,1
48996.0,0.0,1032,509,1
48997.0,0.0,1032,509,1
48998.0,0.0,1032,509,1
48999.0,0.0,1032,509,1
49000.0,0.0,1032,509,1
49001.0,0.0,1032,509,1
49002.0,0.0,1032,509,1
49003.0,0.0,1032,509,1
49004.0,0.0,1032,509,1
49005.0,0.0,1032,509,1
49006.0,0.0,1032,509,1
49007.0,0.0,1032,510,1
49008.0,0.0,1032,510,1
49009.0,0.0,1032,510,1
49010.0,0.0,1032,510,1
49011.0,0.0,1032,510,1
49012.0,0.0,1032,510,1
49013.0,0.0,1032,510,1
49014.0,0.0,1032,510,1
49015.0,0.0,1032,510,1
49016.0,0.0,1032,510,1
49017.0,0.0,1032,510,1
49018.0,0.0,1032,510,1
49019.0,0.0,1032,510,1
49020.0,0.0,1032,510,1
49021.0,0.0,1032,510,1
49022.0,0.0,1032,510,1
49023.0,0.0,1032,510,1
49024.0,0.0,1032,510,1
49025.0,0.0,1032,510,1
49026.0,0.0,1032,510,1
49027.0,0.0,1032,510,1
49028.0,0.0,1032,510,1
49029.0,0.0,1032,510,1
49030.0,0.0,1032,510,1
49031.0,0.0,1032,510,1
49032.0,0.0,1032,510,1
49033.0,0.0,1032,510,1
49034.0,0.0,1032,510,1
49035.0,0.0,1032,510,1
49036.0,0.0,1032,510,1
49037.0,0.0,1032,510,1
49038.0,0.0,1032,510,1
49039.0,0.0,1032,510,1
49040.0,0.0,1032,510,1
49041.0,0.0,1032,510,1
49042.0,0.0,1032,510,1
49043.0,0.0,1032,510,1
49044.0,0.0,1032,510,1
49045.0,0.0,1032,510,1
49046.0,0.0,1032,511,1
49047.0,0.0,1032,511,1
49048.0,0.0,1032,511,1
49049.0,0.0,1032,511,1
49050.0,0.0,1032,511,1
49051.0,0.0,1032,511,1
49052.0,0.0,1032,511,1
49053.0,0.0,1032,511,1
49054.0,0.0,1032,511,1
49055.0,0.0,1032,511,1
49056.0,0.0,1032,511,1
49057.0,0.0,1032,511,1
49058.0,0.0,1032,511,1
49059.0,0.0,1032,511,1
49060.0,0.0,1032,511,1
49061.0,0.0,1032,511,1
49062.0,0.0,1032,511,1
49063.0,0.0,1032,511,1
49064.0,0.0,1032,511,1
49065.0,0.0,1032,511,1
49066.0,0.0,1032,511,1
49067.0,0.0,1032,511,1
49068.0,0.0,1032,511,1
49069.0,0.0,1032,511,1
49070.0,0.0,1032,511,1
49071.0,0.0,1032,511,1
49072.0,0.0,1032,511,1
49073.0,0.0,1032,511,1
49074.0,0.0,1032,511,1
49075.0,0.0,1032,511,1
49076.0,0.0,1032,511,1
49077.0,0.0,1032,511,1
49078.0,0.0,1032,511,1
49079.0,0.0,1032,511,1
49080.0,0.0,1032,511,1
49081.0,0.0,1032,511,1
49082.0,0.0,1032,511,1
49083.0,0.0,1032,511,1
49084.0,0.0,1032,511,1
49085.0,0.0,1032,511,1
49086.0,0.0,1032,511,1
49087.0,0.0,1032,511,1
49088.0,0.0,1032,511,1
49089.0,0.0,1032,511,1
49090.0,0.0,1032,511,1
49091.0,0.0,1032,511,1
49092.0,0.0,1032,511,1
49093.0,0.0,1032,511,1
49094.0,0.0,1032,511,1
49095.0,0.0,1032,511,1
49096.0,0.0,1032,511,1
49097.0,0.0,1032,511,1
49098.0,0.0,1032,511,1
49099.0,0.0,1032,511,1
49100.0,0.0,1032,511,1
49101.0,0.0,1032,511,1
49102.0,0.0,1032,511,1
49103.0,0.0,1032,511,1
49104.0,0.0,1032,511,1
49105.0,0.0,1032,511,1
49106.0,0.0,1032,511,1
49107.0,0.0,1032,511,1
49108.0,0.0,1032,507,1
49109.0,0.0,1032,509,1
49110.0,0.0,1032,509,1
49111.0,0.0,1032,509,1
49112.0,0.0,1032,509,1
49113.0,0.0,1032,509,1
49114.0,0.0,1032,509,1
49115.0,0.0,1032,509,1
49116.0,0.0,1032,509,1
49117.0,0.0,1032,509,1
49118.0,0.0,1032,509,1
49119.0,0.0,1032,509,1
49120.0,0.0,1032,509,1
49121.0,0.0,1032,509,1
49122.0,0.0,1032,509,1
49123.0,0.0,1032,509,1
49124.0,0.0,1032,509,1
49125.0,0.0,1032,509,1
49126.0,0.0,1032,509,1
49127.0,0.0,1032,510,1
49128.0,0.0,1032,510,1
49129.0,0.0,1032,510,1
49130.0,0.0,1032,510,1
49131.0,0.0,1032,510,1
49132.0,0.0,1032,510,1
49133.0,0.0,1032,510,1
49134.0,0.0,1032,510,1
49135.0,0.0,1032,510,1
49136.0,0.0,1032,510,1
49137.0,0.0,1032,510,1
49138.0,0.0,1032,510,1
49139.0,0.0,1032,510,1
49140.0,0.0,1032,510,1
49141.0,0.0,1032,510,1
49142.0,0.0,1032,510,1
49143.0,0.0,1032,510,1
49144.0,0.0,1032,510,1
49145.0,0.0,1032,510,1
49146.0,0.0,1032,510,1
49147.0,0.0,1032,510,1
49148.0,0.0,1032,510,1
49149.0,0.0,1032,510,1
49150.0,0.0,1032,510,1
49151.0,0.0,1032,510,1
49152.0,0.0,1032,510,1
49153.0,0.0,1032,510,1
49154.0,0.0,1032,510,1
49155.0,0.0,1032,510,1
49156.0,0.0,1032,510,1
49157.0,0.0,1032,510,1
49158.0,0.0,1032,510,1
49159.0,0.0,1032,510,1
49160.0,0.0,1032,510,1
49161.0,0.0,1032,510,1
49162.0,0.0,1032,510,1
49163.0,0.0,1032,510,1
49164.0,0.0,1032,510,1
49165.0,0.0,1032,511,1
49166.0,0.0,1032,511,1
49167.0,0.0,1032,511,1
49168.0,0.0,1032,511,1
49169.0,0.0,1032,511,1
49170.0,0.0,1032,511,1
49171.0,0.0,1032,511,1
49172.0,0.0,1032,511,1
49173.0,0.0,1032,511,1
49174.0,0.0,1032,511,1
49175.0,0.0,1032,511,1
49176.0,0.0,1032,511,1
49177.0,0.0,1032,511,1
49178.0,0.0,1032,511,1
49179.0,0.0,1032,511,1
49180.0,0.0,1032,511,1
49181.0,0.0,1032,511,1
49182.0,0.0,1032,511,1
49183.0,0.0,1032,511,1
49184.0,0.0,1032,511,1
49185.0,0.0,1032,511,1
49186.0,0.0,1032,511,1
49187.0,0.0,1032,511,1
49188.0,0.0,1032,511,1
49189.0,0.0,1032,511,1
49190.0,0.0,1032,511,1
49191.0,0.0,1032,511,1
49192.0,0.0,1032,511,1
49193.0,0.0,1032,511,1
49194.0,0.0,1032,511,1
49195.0,0.0,1032,511,1
49196.0,0.0,1032,511,1
49197.0,0.0,1032,511,1
49198.0,0.0,1032,511,1
49199.0,0.0,1032,511,1
49200.0,0.0,1032,511,1
49201.0,0.0,1032,511,1
49202.0,0.0,1032,511,1
49203.0,0.0,1032,511,1
49204.0,0.0,1032,511,1
49205.0,0.0,1032,511,1
49206.0,0.0,1032,511,1
49207.0,0.0,1032,511,1
49208.0,0.0,1032,511,1
49209.0,0.0,1032,511,1
49210.0,0.0,1032,511,1
49211.0,0.0,1032,511,1
49212.0,0.0,1032,511,1
49213.0,0.0,1032,511,1
49214.0,0.0,1032,511,1
49215.0,0.0,1032,511,1
49216.0,0.0,1032,511,1
49217.0,0.0,1032,511,1
49218.0,0.0,1032,511,1
49219.0,0.0,1032,511,1
49220.0,0.0,1032,511,1
49221.0,0.0,1032,511,1
49222.0,0.0,1032,511,1
49223.0,0.0,1032,511,1
49224.0,0.0,1032,511,1
49225.0,0.0,1032,511,1
49226.0,0.0,1032,511,1
49227.0,0.0,1032,511,1
49228.0,0.0,1032,508,1
49229.0,0.0,1032,509,1
49230.0,0.0,1032,509,1
49231.0,0.0,1032,509,1
49232.0,0.0,1032,509,1
49233.0,0.0,1032,509,1
49234.0,0.0,1032,509,1
49235.0,0.0,1032,509,1
49236.0,0.0,1032,509,1
49237.0,0.0,1032,509,1
49238.0,0.0,1032,509,1
49239.0,0.0,1032,509,1
49240.0,0.0,1032,509,1
49241.0,0.0,1032,509,1
49242.0,0.0,1032,509,1
49243.0,0.0,1032,509,1
49244.0,0.0,1032,509,1
49245.0,0.0,1032,510,1
49246.0,0.0,1032,510,1
49247.0,0.0,1032,510,1
49248.0,0.0,1032,510,1
49249.0,0.0,1032,510,1
49250.0,0.0,1032,510,1
49251.0,0.0,1032,510,1
49252.0,0.0,1032,510,1
49253.0,0.0,1032,510,1
49254.0,0.0,1032,510,1
49255.0,0.0,1032,510,1
49256.0,0.0,1032,510,1
49257.0,0.0,1032,510,1
49258.0,0.0,1032,510,1
49259.0,0.0,1032,510,1
49260.0,0.0,1032,510,1
49261.0,0.0,1032,510,1
49262.0,0.0,1032,510,1
49263.0,0.0,1032,510,1
49264.0,0.0,1032,510,1
49265.0,0.0,1032,510,1
49266.0,0.0,1032,510,1
49267.0,0.0,1032,510,1
49268.0,0.0,1032,510,1
49269.0,0.0,1032,510,1
49270.0,0.0,1032,510,1
49271.0,0.0,1032,510,1
49272.0,0.0,1032,510,1
49273.0,0.0,1032,510,1
49274.0,0.0,1032,510,1
49275.0,0.0,1032,510,1
49276.0,0.0,1032,510,1
49277.0,0.0,1032,510,1
49278.0,0.0,1032,510,1
49279.0,0.0,1032,510,1
49280.0,0.0,1032,510,1
49281.0,0.0,1032,510,1
49282.0,0.0,1032,510,1
49283.0,0.0,1032,510,1
49284.0,0.0,1032,510,1
49285.0,0.0,1032,511,1
49286.0,0.0,1032,511,1
49287.0,0.0,1032,511,1
49288.0,0.0,1032,511,1
49289.0,0.0,1032,511,1
49290.0,0.0,1032,511,1
49291.0,0.0,1032,511,1
49292.0,0.0,1032,511,1
49293.0,0.0,1032,511,1
49294.0,0.0,1032,511,1
49295.0,0.0,1032,511,1
49296.0,0.0,1032,511,1
49297.0,0.0,1032,511,1
49298.0,0.0,1032,511,1
49299.0,0.0,1032,511,1
49300.0,0.0,1032,511,1
49301.0,0.0,1032,511,1
49302.0,0.0,1032,511,1
49303.0,0.0,1032,511,1
49304.0,0.0,1032,511,1
49305.0,0.0,1032,511,1
49306.0,0.0,1032,511,1
49307.0,0.0,1032,511,1
49308.0,0.0,1032,511,1
49309.0,0.0,1032,511,1
49310.0,0.0,1032,511,1
49311.0,0.0,1032,511,1
49312.0,0.0,1032,511,1
49313.0,0.0,1032,511,1
49314.0,0.0,1032,511,1
49315.0,0.0,1032,511,1
49316.0,0.0,1032,511,1
49317.0,0.0,1032,511,1
49318.0,0.0,1032,511,1
49319.0,0.0,1032,511,1
49320.0,0.0,1032,511,1
49321.0,0.0,1032,511,1
49322.0,0.0,1032,511,1
49323.0,0.0,1032,511,1
49324.0,0.0,1032,511,1
49325.0,0.0,1032,511,1
49326.0,0.0,1032,511,1
49327.0,0.0,1032,511,1
49328.0,0.0,1032,511,1
49329.0,0.0,1032,511,1
49330.0,0.0,1032,511,1
49331.0,0.0,1032,511,1
49332.0,0.0,1032,511,1
49333.0,0.0,1032,511,1
49334.0,0.0,1032,511,1
49335.0,0.0,1032,511,1
49336.0,0.0,1032,511,1
49337.0,0.0,1032,511,1
49338.0,0.0,1032,511,1
49339.0,0.0,1032,511,1
49340.0,0.0,1032,511,1
49341.0,0.0,1032,511,1
49342.0,0.0,1032,511,1
49343.0,0.0,1032,511,1
49344.0,0.0,1032,511,1
49345.0,0.0,1032,511,1
49346.0,0.0,1032,159,1
49347.0,0.0,1032,508,1
49348.0,0.0,1032,509,1
49349.0,0.0,1032,509,1
49350.0,0.0,1032,509,1
49351.0,0.0,1032,509,1
49352.0,0.0,1032,509,1
49353.0,0.0,1032,509,1
49354.0,0.0,1032,509,1
49355.0,0.0,1032,509,1
49356.0,0.0,1032,509,1
49357.0,0.0,1032,509,1
49358.0,0.0,1032,509,1
49359.0,0.0,1032,509,1
49360.0,0.0,1032,509,1
49361.0,0.0,1032,509,1
49362.0,0.0,1032,509,1
49363.0,0.0,1032,509,1
49364.0,0.0,1032,510,1
49365.0,0.0,1032,510,1
49366.0,0.0,1032,510,1
49367.0,0.0,1032,510,1
49368.0,0.0,1032,510,1
49369.0,0.0,1032,510,1
49370.0,0.0,1032,510,1
49371.0,0.0,1032,510,1
49372.0,0.0,1032,510,1
49373.0,0.0,1032,510,1
49374.0,0.0,1032,510,1
49375.0,0.0,1032,510,1
49376.0,0.0,1032,510,1
49377.0,0.0,1032,510,1
49378.0,0.0,1032,510,1
49379.0,0.0,1032,510,1
49380.0,0.0,1032,510,1
49381.0,0.0,1032,510,1
49382.0,0.0,1032,510,1
49383.0,0.0,1032,510,1
49384.0,0.0,1032,510,1
49385.0,0.0,1032,510,1
49386.0,0.0,1032,510,1
49387.0,0.0,1032,510,1
49388.0,0.0,1032,510,1
49389.0,0.0,1032,510,1
49390.0,0.0,1032,510,1
49391.0,0.0,1032,510,1
49392.0,0.0,1032,510,1
49393.0,0.0,1032,510,1
49394.0,0.0,1032,510,1
49395.0,0.0,1032,510,1
49396.0,0.0,1032,510,1
49397.0,0.0,1032,510,1
49398.0,0.0,1032,510,1
49399.0,0.0,1032,510,1
49400.0,0.0,1032,510,1
49401.0,0.0,1032,510,1
49402.0,0.0,1032,510,1
49403.0,0.0,1032,510,1
49404.0,0.0,1032,511,1
49405.0,0.0,1032,511,1
49406.0,0.0,1032,511,1
49407.0,0.0,1032,511,1
49408.0,0.0,1032,511,1
49409.0,0.0,1032,511,1
49410.0,0.0,1032,511,1
49411.0,0.0,1032,511,1
49412.0,0.0,1032,511,1
49413.0,0.0,1032,511,1
49414.0,0.0,1032,511,1
49415.0,0.0,1032,511,1
49416.0,0.0,1032,511,1
49417.0,0.0,1032,511,1
49418.0,0.0,1032,511,1
49419.0,0.0,1032,511,1
49420.0,0.0,1032,511,1
49421.0,0.0,1032,511,1
49422.0,0.0,1032,511,1
49423.0,0.0,1032,511,1
49424.0,0.0,1032,511,1
49425.0,0.0,1032,511,1
49426.0,0.0,1032,511,1
49427.0,0.0,1032,511,1
49428.0,0.0,1032,511,1
49429.0,0.0,1032,511,1
49430.0,0.0,1032,511,1
49431.0,0.0,1032,511,1
49432.0,0.0,1032,511,1
49433.0,0.0,1032,511,1
49434.0,0.0,1032,511,1
49435.0,0.0,1032,511,1
49436.0,0.0,1032,511,1
49437.0,0.0,1032,511,1
49438.0,0.0,1032,511,1
49439.0,0.0,1032,511,1
49440.0,0.0,1032,511,1
49441.0,0.0,1032,511,1
49442.0,0.0,1032,511,1
49443.0,0.0,1032,511,1
49444.0,0.0,1032,511,1
49445.0,0.0,1032,511,1
49446.0,0.0,1032,511,1
49447.0,0.0,1032,511,1
49448.0,0.0,1032,511,1
49449.0,0.0,1032,511,1
49450.0,0.0,1032,511,1
49451.0,0.0,1032,511,1
49452.0,0.0,1032,511,1
49453.0,0.0,1032,511,1
49454.0,0.0,1032,511,1
49455.0,0.0,1032,511,1
49456.0,0.0,1032,511,1
49457.0,0.0,1032,511,1
49458.0,0.0,1032,511,1
49459.0,0.0,1032,511,1
49460.0,0.0,1032,511,1
49461.0,0.0,1032,511,1
49462.0,0.0,1032,511,1
49463.0,0.0,1032,511,1
49464.0,0.0,1032,511,1
49465.0,0.0,1032,511,1
49466.0,0.0,1032,511,1
49467.0,0.0,1032,508,1
49468.0,0.0,1032,509,1
49469.0,0.0,1032,509,1
49470.0,0.0,1032,509,1
49471.0,0.0,1032,509,1
49472.0,0.0,1032,509,1
49473.0,0.0,1032,509,1
49474.0,0.0,1032,509,1
49475.0,0.0,1032,509,1
49476.0,0.0,1032,509,1
49477.0,0.0,1032,509,1
49478.0,0.0,1032,509,1
49479.0,0.0,1032,509,1
49480.0,0.0,1032,509,1
49481.0,0.0,1032,509,1
49482.0,0.0,1032,509,1
49483.0,0.0,1032,509,1
49484.0,0.0,1032,509,1
49485.0,0.0,1032,510,1
49486.0,0.0,1032,510,1
49487.0,0.0,1032,510,1
49488.0,0.0,1032,510,1
49489.0,0.0,1032,510,1
49490.0,0.0,1032,510,1
49491.0,0.0,1032,510,1
49492.0,0.0,1032,510,1
49493.0,0.0,1032,510,1
49494.0,0.0,1032,510,1
49495.0,0.0,1032,510,1
49496.0,0.0,1032,510,1
49497.0,0.0,1032,510,1
49498.0,0.0,1032,510,1
49499.0,0.0,1032,510,1
49500.0,0.0,1032,510,1
49501.0,0.0,1032,510,1
49502.0,0.0,1032,510,1
49503.0,0.0,1032,510,1
49504.0,0.0,1032,510,1
49505.0,0.0,1032,510,1
49506.0,0.0,1032,510,1
49507.0,0.0,1032,510,1
49508.0,0.0,1032,510,1
49509.0,0.0,1032,510,1
49510.0,0.0,1032,510,1
49511.0,0.0,1032,510,1
49512.0,0.0,1032,510,1
49513.0,0.0,1032,510,1
49514.0,0.0,1032,510,1
49515.0,0.0,1032,510,1
49516.0,0.0,1032,510,1
49517.0,0.0,1032,510,1
49518.0,0.0,1032,510,1
49519.0,0.0,1032,510,1
49520.0,0.0,1032,510,1
49521.0,0.0,1032,510,1
49522.0,0.0,1032,511,1
49523.0,0.0,1032,511,1
49524.0,0.0,1032,511,1
49525.0,0.0,1032,511,1
49526.0,0.0,1032,511,1
49527.0,0.0,1032,511,1
49528.0,0.0,1032,511,1
49529.0,0.0,1032,511,1
49530.0,0.0,1032,511,1
49531.0,0.0,1032,511,1
49532.0,0.0,1032,511,1
49533.0,0.0,1032,511,1
49534.0,0.0,1032,511,1
49535.0,0.0,1032,511,1
49536.0,0.0,1032,511,1
49537.0,0.0,1032,511,1
49538.0,0.0,1032,511,1
49539.0,0.0,1032,511,1
49540.0,0.0,1032,511,1
49541.0,0.0,1032,511,1
49542.0,0.0,1032,511,1
49543.0,0.0,1032,511,1
49544.0,0.0,1032,511,1
